01-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
05-01-2011,UP (Hy.)+Visnuprayag,,927,254,197,5.8,240
05-01-2011,Uttarakhand (Hy.),,1303,510,303,10.3,429
05-01-2011,Delhi (Th.)+Gas,,995,700,566,15.2,632
05-01-2011,HP (Hy.)+Baspa+Malana,,969,330,63,5.1,211
05-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
05-01-2011,Rajasthan(RE),,,160.00,337.00,4.4,185
05-01-2011,Sub Total (H),,22439,13139,11373,293.3,12219
05-01-2011,,,,2993,1912,75.9,3164
05-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31197,23311,659.5,27480
05-01-2011,Grand Total Generation,Grand Total Generation,,,,,
06-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
06-01-2011,Punjab(Hy.),,1148,509,88,8.3,348
06-01-2011,Haryana(Th.)+Magnum,,2750,2016,2048,50.3,2095
06-01-2011,Haryana(Hy.),,62,27,27,0.8,32
06-01-2011,Rajasthan(Th.) +GT+BM,,4842,3452,3158,78.9,3285
06-01-2011,Rajasthan(Hy.),,435,173,139,4.4,184
06-01-2011,UP (Th.) + Cogeneration,,5375,2413,2585,60.8,2535
06-01-2011,UP (Hy.)+Visnuprayag,,927,318,177,5.6,232
06-01-2011,Uttarakhand (Hy.),,1303,483,271,9.4,390
06-01-2011,Delhi (Th.)+Gas,,995,612,606,14.8,616
06-01-2011,HP (Hy.)+Baspa+Malana,,969,312,62,4.9,203
06-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
06-01-2011,Rajasthan(RE),,,177.00,76.00,3.2,134
06-01-2011,Sub Total (H),,22439,12793,11241,292.7,12194
06-01-2011,,,,2700,2506,81.0,3376
06-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],30655,23714,663.0,27627
06-01-2011,Grand Total Generation,Grand Total Generation,,,,,
07-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
07-01-2011,Punjab(Hy.),,1148,614,88,9.9,413
07-01-2011,Haryana(Th.)+Magnum,,2750,2110,2082,50.3,2095
07-01-2011,Haryana(Hy.),,62,27,27,0.8,33
07-01-2011,Rajasthan(Th.) +GT+BM,,4842,3366,3167,79.5,3311
07-01-2011,Rajasthan(Hy.),,435,168,178,4.6,193
07-01-2011,UP (Th.) + Cogeneration,,5375,3229,2600,72.1,3003
07-01-2011,UP (Hy.)+Visnuprayag,,927,183,144,4.7,195
07-01-2011,Uttarakhand (Hy.),,1303,513,272,9.5,397
07-01-2011,Delhi (Th.)+Gas,,995,610,614,14.3,597
07-01-2011,HP (Hy.)+Baspa+Malana,,969,321,61,6.3,264
07-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
07-01-2011,Rajasthan(RE),,,35.00,127.00,1.1,47
07-01-2011,Sub Total (H),,22439,13687,11659,307.9,12829
07-01-2011,,,,2651,2143,67.6,2818
07-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31828,24138,670.9,27954
07-01-2011,Grand Total Generation,Grand Total Generation,,,,,
08-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
08-01-2011,Punjab(Hy.),,1148,669,136,9.2,385
08-01-2011,Haryana(Th.)+Magnum,,2750,2070,2082,48.7,2030
08-01-2011,Haryana(Hy.),,62,38,30,0.8,33
08-01-2011,Rajasthan(Th.) +GT+BM,,4842,3383,3383,80.5,3356
08-01-2011,Rajasthan(Hy.),,435,213,169,4.2,176
08-01-2011,UP (Th.) + Cogeneration,,5375,3035,3196,74.3,3095
08-01-2011,UP (Hy.)+Visnuprayag,,927,141,182,4.1,169
08-01-2011,Uttarakhand (Hy.),,1303,500,280,9.6,401
08-01-2011,Delhi (Th.)+Gas,,995,386,614,13.3,554
08-01-2011,HP (Hy.)+Baspa+Malana,,969,217,64,4.8,200
08-01-2011,J & K (Hy. + GT),,951,293,140,4.9,205
08-01-2011,Rajasthan(RE),,,124.00,61.00,1.1,47
08-01-2011,Sub Total (H),,22439,13470,12607,305.6,12734
08-01-2011,,,,2062,1129,64.4,2683
08-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31521,23941,663.8,27658
08-01-2011,Grand Total Generation,Grand Total Generation,,,,,
09-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
09-01-2011,Punjab(Hy.),,1148,680,116,8.1,336
09-01-2011,Haryana(Th.)+Magnum,,2750,2084,1887,50.2,2091
09-01-2011,Haryana(Hy.),,62,27,35,0.7,31
09-01-2011,Rajasthan(Th.) +GT+BM,,4842,3417,3155,80.5,3354
09-01-2011,Rajasthan(Hy.),,435,208,135,4.7,198
09-01-2011,UP (Th.) + Cogeneration,,5375,2994,3024,72.0,2999
09-01-2011,UP (Hy.)+Visnuprayag,,927,162,163,4.0,165
09-01-2011,Uttarakhand (Hy.),,1303,520,292,9.6,401
09-01-2011,Delhi (Th.)+Gas,,995,587,532,13.5,564
09-01-2011,HP (Hy.)+Baspa+Malana,,969,331,117,4.8,200
09-01-2011,J & K (Hy. + GT),,951,293,140,4.9,205
09-01-2011,Rajasthan(RE),,,189.00,287.00,4.1,173
09-01-2011,Sub Total (H),,22439,13882,12049,309.1,12881
09-01-2011,,,,2362,1994,67.4,2807
09-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31748,24444,674.8,28118
09-01-2011,Grand Total Generation,Grand Total Generation,,,,,
10-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
10-01-2011,Punjab(Hy.),,1148,748,115,10.3,429
10-01-2011,Haryana(Th.)+Magnum,,2750,1785,1976,46.6,1943
10-01-2011,Haryana(Hy.),,62,30,35,0.8,32
10-01-2011,Rajasthan(Th.) +GT+BM,,4842,3489,3025,80.6,3357
10-01-2011,Rajasthan(Hy.),,435,205,151,4.7,195
10-01-2011,UP (Th.) + Cogeneration,,5375,3076,3083,73.4,3059
10-01-2011,UP (Hy.)+Visnuprayag,,927,246,144,4.4,183
10-01-2011,Uttarakhand (Hy.),,1303,549,289,9.6,399
10-01-2011,Delhi (Th.)+Gas,,995,605,566,14.5,602
10-01-2011,HP (Hy.)+Baspa+Malana,,969,198,61,4.9,202
10-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
10-01-2011,Rajasthan(RE),,,12.00,115.00,0.9,37
10-01-2011,Sub Total (H),,22439,13456,11864,306.7,12781
10-01-2011,,,,2697,1991,77.4,3224
10-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31831,24358,687.2,28634
10-01-2011,Grand Total Generation,Grand Total Generation,,,,,
11-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
11-01-2011,Punjab(Hy.),,1148,451,171,8.7,362
11-01-2011,Haryana(Th.)+Magnum,,2750,1681,1833,40.5,1688
11-01-2011,Haryana(Hy.),,62,26,40,0.8,33
11-01-2011,Rajasthan(Th.) +GT+BM,,4842,3526,3486,80.8,3367
11-01-2011,Rajasthan(Hy.),,435,213,134,4.9,205
11-01-2011,UP (Th.) + Cogeneration,,5375,3189,3043,75.6,3151
11-01-2011,UP (Hy.)+Visnuprayag,,927,160,181,4.2,176
11-01-2011,Uttarakhand (Hy.),,1303,519,286,9.4,391
11-01-2011,Delhi (Th.)+Gas,,995,448,410,15.1,630
11-01-2011,HP (Hy.)+Baspa+Malana,,969,188,59,4.6,193
11-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
11-01-2011,Rajasthan(RE),,,28.00,102.00,2.1,87
11-01-2011,Sub Total (H),,22439,13063,12181,305.3,12721
11-01-2011,,,,3016,1983,79.8,3324
11-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31946,25295,687.8,28659
11-01-2011,Grand Total Generation,Grand Total Generation,,,,,
12-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
12-01-2011,Punjab(Hy.),,1148,576,124,9.0,374
12-01-2011,Haryana(Th.)+Magnum,,2750,1507,1825,40.4,1682
12-01-2011,Haryana(Hy.),,62,27,40,0.8,33
12-01-2011,Rajasthan(Th.) +GT+BM,,4842,3114,3188,76.1,3172
12-01-2011,Rajasthan(Hy.),,435,144,133,4.0,168
12-01-2011,UP (Th.) + Cogeneration,,5375,3340,3306,79.7,3320
12-01-2011,UP (Hy.)+Visnuprayag,,927,198,199,4.5,189
12-01-2011,Uttarakhand (Hy.),,1303,519,286,9.3,389
12-01-2011,Delhi (Th.)+Gas,,995,685,562,15.5,644
12-01-2011,HP (Hy.)+Baspa+Malana,,969,297,59,4.6,191
12-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
12-01-2011,Rajasthan(RE),,,46.00,13.00,0.7,27
12-01-2011,Sub Total (H),,22439,13180,12077,304.1,12671
12-01-2011,,,,2074,2257,75.6,3151
12-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31271,25357,679.0,28292
12-01-2011,Grand Total Generation,Grand Total Generation,,,,,
13-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
13-01-2011,Punjab(Hy.),,1148,723,168,8.6,360
13-01-2011,Haryana(Th.)+Magnum,,2750,1773,1493,41.2,1716
13-01-2011,Haryana(Hy.),,62,21,38,0.7,31
13-01-2011,Rajasthan(Th.) +GT+BM,,4842,3045,2053,66.8,2783
13-01-2011,Rajasthan(Hy.),,435,244,107,4.7,197
13-01-2011,UP (Th.) + Cogeneration,,5375,3345,3278,79.4,3307
13-01-2011,UP (Hy.)+Visnuprayag,,927,152,178,4.0,168
13-01-2011,Uttarakhand (Hy.),,1303,514,286,9.7,406
13-01-2011,Delhi (Th.)+Gas,,995,644,571,14.8,615
13-01-2011,HP (Hy.)+Baspa+Malana,,969,235,63,5.0,208
13-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
13-01-2011,Rajasthan(RE),,,195.00,129.00,2.8,117
13-01-2011,Sub Total (H),,22439,13398,10728,295.8,12324
13-01-2011,,,,3138,2993,85.1,3548
13-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31666,24783,673.0,28040
13-01-2011,Grand Total Generation,Grand Total Generation,,,,,
14-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
14-01-2011,Punjab(Hy.),,1148,722,209,5.6,231
14-01-2011,Haryana(Th.)+Magnum,,2750,1664,1654,41.3,1719
14-01-2011,Haryana(Hy.),,62,27,38,0.7,30
14-01-2011,Rajasthan(Th.) +GT+BM,,4842,3026,3133,71.4,2973
14-01-2011,Rajasthan(Hy.),,435,242,132,4.4,185
14-01-2011,UP (Th.) + Cogeneration,,5375,3383,3325,79.7,3320
14-01-2011,UP (Hy.)+Visnuprayag,,927,232,153,4.4,183
14-01-2011,Uttarakhand (Hy.),,1303,533,279,8.9,372
14-01-2011,Delhi (Th.)+Gas,,995,603,562,26.1,1087
14-01-2011,HP (Hy.)+Baspa+Malana,,969,243,58,4.4,185
14-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
14-01-2011,Rajasthan(RE),,,379.00,56.00,3.4,141
14-01-2011,Sub Total (H),,22439,13480,11766,304.3,12679
14-01-2011,,,,3087,3118,86.2,3590
14-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],30962,25299,677.2,28219
14-01-2011,Grand Total Generation,Grand Total Generation,,,,,
15-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
15-01-2011,Punjab(Hy.),,1148,619,191,9.2,385
15-01-2011,Haryana(Th.)+Magnum,,2750,1706,1646,41.0,1707
15-01-2011,Haryana(Hy.),,62,26,38,0.8,32
15-01-2011,Rajasthan(Th.) +GT+BM,,4842,3052,2707,70.9,2955
15-01-2011,Rajasthan(Hy.),,435,165,163,3.9,161
15-01-2011,UP (Th.) + Cogeneration,,5375,3315,3360,80.1,3338
15-01-2011,UP (Hy.)+Visnuprayag,,927,192,193,4.3,178
15-01-2011,Uttarakhand (Hy.),,1303,533,290,9.9,414
15-01-2011,Delhi (Th.)+Gas,,995,652,569,14.8,616
15-01-2011,HP (Hy.)+Baspa+Malana,,969,217,57,4.4,181
15-01-2011,J & K (Hy. + GT),,951,240,200,5.5,231
15-01-2011,Rajasthan(RE),,,73.00,473.00,5.3,221
15-01-2011,Sub Total (H),,22439,13221,11878,300.0,12501
15-01-2011,,,,2796,1571,75.8,3157
15-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31436,23227,659.8,27493
15-01-2011,Grand Total Generation,Grand Total Generation,,,,,
16-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
16-01-2011,Punjab(Hy.),,1148,559,153,8.4,349
16-01-2011,Haryana(Th.)+Magnum,,2750,1879,1986,46.9,1956
16-01-2011,Haryana(Hy.),,62,25,36,0.8,32
16-01-2011,Rajasthan(Th.) +GT+BM,,4842,2944,2817,68.7,2863
16-01-2011,Rajasthan(Hy.),,435,158,96,4.1,172
16-01-2011,UP (Th.) + Cogeneration,,5375,3532,3337,83.2,3465
16-01-2011,UP (Hy.)+Visnuprayag,,927,223,209,4.5,188
16-01-2011,Uttarakhand (Hy.),,1303,528,298,10.0,419
16-01-2011,Delhi (Th.)+Gas,,995,660,564,14.9,619
16-01-2011,HP (Hy.)+Baspa+Malana,,969,394,89,4.7,197
16-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
16-01-2011,Rajasthan(RE),,,42.00,270.00,2.1,88
16-01-2011,Sub Total (H),,22439,13554,11938,300.8,12531
16-01-2011,,,,1984,2825,74.3,3097
16-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31550,24527,661.1,27544
16-01-2011,Grand Total Generation,Grand Total Generation,,,,,
17-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
17-01-2011,Punjab(Hy.),,1148,793,195,12.2,509
17-01-2011,Haryana(Th.)+Magnum,,2750,1956,1828,45.9,1914
17-01-2011,Haryana(Hy.),,62,25,36,0.8,32
17-01-2011,Rajasthan(Th.) +GT+BM,,4842,3033,2944,72.4,3018
17-01-2011,Rajasthan(Hy.),,435,192,136,5.2,218
17-01-2011,UP (Th.) + Cogeneration,,5375,3248,2912,76.3,3178
17-01-2011,UP (Hy.)+Visnuprayag,,927,213,202,5.1,210
17-01-2011,Uttarakhand (Hy.),,1303,528,315,10.3,428
17-01-2011,Delhi (Th.)+Gas,,995,656,563,15.8,658
17-01-2011,HP (Hy.)+Baspa+Malana,,969,185,81,5.1,212
17-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
17-01-2011,Rajasthan(RE),,,183.00,196.00,6.4,265
17-01-2011,Sub Total (H),,22439,13420,11401,304.2,12675
17-01-2011,,,,2849,2519,84.6,3525
17-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],32110,23733,675.2,28133
17-01-2011,Grand Total Generation,Grand Total Generation,,,,,
18-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
18-01-2011,Punjab(Hy.),,1148,630,250,10.0,416
18-01-2011,Haryana(Th.)+Magnum,,2750,2002,1961,48.6,2025
18-01-2011,Haryana(Hy.),,62,20,36,0.8,32
18-01-2011,Rajasthan(Th.) +GT+BM,,4842,2814,2832,69.4,2893
18-01-2011,Rajasthan(Hy.),,435,170,142,4.8,198
18-01-2011,UP (Th.) + Cogeneration,,5375,3259,3262,78.9,3286
18-01-2011,UP (Hy.)+Visnuprayag,,927,171,191,4.9,206
18-01-2011,Uttarakhand (Hy.),,1303,538,308,10.2,425
18-01-2011,Delhi (Th.)+Gas,,995,656,563,15.1,628
18-01-2011,HP (Hy.)+Baspa+Malana,,969,222,64,4.6,192
18-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
18-01-2011,Rajasthan(RE),,,138.00,200.00,4.5,187
18-01-2011,Sub Total (H),,22439,13232,11777,303.1,12630
18-01-2011,,,,3260,2384,85.2,3548
18-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],32381,24538,674.9,28122
18-01-2011,Grand Total Generation,Grand Total Generation,,,,,
19-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
19-01-2011,Punjab(Hy.),,1148,563,143,10.2,424
19-01-2011,Haryana(Th.)+Magnum,,2750,1977,1998,48.0,1999
19-01-2011,Haryana(Hy.),,62,21,36,0.7,30
19-01-2011,Rajasthan(Th.) +GT+BM,,4842,2686,2643,67.4,2809
19-01-2011,Rajasthan(Hy.),,435,172,175,5.0,210
19-01-2011,UP (Th.) + Cogeneration,,5375,3359,3223,80.0,3332
19-01-2011,UP (Hy.)+Visnuprayag,,927,208,213,5.1,213
19-01-2011,Uttarakhand (Hy.),,1303,538,309,9.9,411
19-01-2011,Delhi (Th.)+Gas,,995,651,562,15.5,644
19-01-2011,HP (Hy.)+Baspa+Malana,,969,167,63,4.6,190
19-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
19-01-2011,Rajasthan(RE),,,224.00,106.00,2.1,86
19-01-2011,Sub Total (H),,22439,13156,11904,302.5,12603
19-01-2011,,,,3237,2543,92.5,3852
19-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31274,24962,674.9,28123
19-01-2011,Grand Total Generation,Grand Total Generation,,,,,
20-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
20-01-2011,Punjab(Hy.),,1148,490,167,10.7,447
20-01-2011,Haryana(Th.)+Magnum,,2750,1892,1993,46.6,1941
20-01-2011,Haryana(Hy.),,62,26,34,0.6,26
20-01-2011,Rajasthan(Th.) +GT+BM,,4842,2984,2888,64.2,2675
20-01-2011,Rajasthan(Hy.),,435,172,136,4.5,187
20-01-2011,UP (Th.) + Cogeneration,,5375,3294,3318,79.1,3294
20-01-2011,UP (Hy.)+Visnuprayag,,927,157,240,4.4,185
20-01-2011,Uttarakhand (Hy.),,1303,535,302,9.6,402
20-01-2011,Delhi (Th.)+Gas,,995,644,611,14.9,623
20-01-2011,HP (Hy.)+Baspa+Malana,,969,130,89,4.4,183
20-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
20-01-2011,Rajasthan(RE),,,5.00,171.00,1.8,77
20-01-2011,Sub Total (H),,22439,12903,12206,294.1,12256
20-01-2011,,,,2981,2788,88.7,3696
20-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31819,25440,679.6,28318
20-01-2011,Grand Total Generation,Grand Total Generation,,,,,
21-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
21-01-2011,Punjab(Hy.),,1148,409,180,10.1,419
21-01-2011,Haryana(Th.)+Magnum,,2750,1849,1857,45.0,1874
21-01-2011,Haryana(Hy.),,62,25,31,0.6,27
21-01-2011,Rajasthan(Th.) +GT+BM,,4842,2863,2912,72.6,3024
21-01-2011,Rajasthan(Hy.),,435,171,134,4.3,178
21-01-2011,UP (Th.) + Cogeneration,,5375,3349,3414,82.0,3418
21-01-2011,UP (Hy.)+Visnuprayag,,927,171,158,3.7,156
21-01-2011,Uttarakhand (Hy.),,1303,536,303,9.7,403
21-01-2011,Delhi (Th.)+Gas,,995,624,564,14.2,592
21-01-2011,HP (Hy.)+Baspa+Malana,,969,154,58,4.2,176
21-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
21-01-2011,Rajasthan(RE),,,119.00,40.00,1.6,68
21-01-2011,Sub Total (H),,22439,12845,11898,301.3,12554
21-01-2011,,,,2922,2927,94.3,3931
21-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],32458,25847,701.6,29235
21-01-2011,Grand Total Generation,Grand Total Generation,,,,,
22-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
22-01-2011,Punjab(Hy.),,1148,721,174,10.7,447
22-01-2011,Haryana(Th.)+Magnum,,2750,1975,1883,46.2,1926
22-01-2011,Haryana(Hy.),,62,29,35,0.7,29
22-01-2011,Rajasthan(Th.) +GT+BM,,4842,3002,2976,71.1,2961
22-01-2011,Rajasthan(Hy.),,435,138,223,5.1,211
22-01-2011,UP (Th.) + Cogeneration,,5375,3348,3495,82.6,3444
22-01-2011,UP (Hy.)+Visnuprayag,,927,161,149,3.8,158
22-01-2011,Uttarakhand (Hy.),,1303,488,304,9.5,398
22-01-2011,Delhi (Th.)+Gas,,995,451,560,13.3,553
22-01-2011,HP (Hy.)+Baspa+Malana,,969,120,61,4.3,179
22-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
22-01-2011,Rajasthan(RE),,,61.00,79.00,1.6,66
22-01-2011,Sub Total (H),,22439,12900,12223,301.2,12550
22-01-2011,,,,2649,2209,81.8,3409
22-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],32168,25598,690.6,28777
22-01-2011,Grand Total Generation,Grand Total Generation,,,,,
23-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
23-01-2011,Punjab(Hy.),,1148,406,186,9.2,385
23-01-2011,Haryana(Th.)+Magnum,,2750,1787,1984,44.6,1859
23-01-2011,Haryana(Hy.),,62,23,31,0.7,28
23-01-2011,Rajasthan(Th.) +GT+BM,,4842,2930,2998,70.4,2934
23-01-2011,Rajasthan(Hy.),,435,176,139,4.7,195
23-01-2011,UP (Th.) + Cogeneration,,5375,3326,3501,82.6,3441
23-01-2011,UP (Hy.)+Visnuprayag,,927,173,146,4.2,175
23-01-2011,Uttarakhand (Hy.),,1303,530,301,9.7,403
23-01-2011,Delhi (Th.)+Gas,,995,550,451,11.4,473
23-01-2011,HP (Hy.)+Baspa+Malana,,969,189,60,4.3,179
23-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
23-01-2011,Rajasthan(RE),,,32.00,330.00,3.8,159
23-01-2011,Sub Total (H),,22439,12500,12339,294.4,12266
23-01-2011,,,,2706,1807,76.2,3174
23-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31318,25179,673.4,28057
23-01-2011,Grand Total Generation,Grand Total Generation,,,,,
24-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
24-01-2011,Punjab(Hy.),,1148,309,158,9.8,408
24-01-2011,Haryana(Th.)+Magnum,,2750,1513,1876,41.2,1716
24-01-2011,Haryana(Hy.),,62,25,32,0.7,28
24-01-2011,Rajasthan(Th.) +GT+BM,,4842,2884,2614,66.5,2772
24-01-2011,Rajasthan(Hy.),,435,176,142,4.7,197
24-01-2011,UP (Th.) + Cogeneration,,5375,3425,3363,81.2,3383
24-01-2011,UP (Hy.)+Visnuprayag,,927,173,132,3.4,142
24-01-2011,Uttarakhand (Hy.),,1303,530,301,9.7,403
24-01-2011,Delhi (Th.)+Gas,,995,585,568,13.9,578
24-01-2011,HP (Hy.)+Baspa+Malana,,969,291,62,4.4,183
24-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
24-01-2011,Rajasthan(RE),,,50.00,242.00,3.6,148
24-01-2011,Sub Total (H),,22439,12533,11627,291.4,12143
24-01-2011,,,,3172,2359,86.0,3584
24-01-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],31331,24878,675.9,28164
24-01-2011,Grand Total Generation,Grand Total Generation,,,,,
25-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
25-01-2011,Punjab(Hy.),,1148,740,200,11.4,475
25-01-2011,Haryana(Th.)+Magnum,,2750,1457,1838,38.7,1613
25-01-2011,Haryana(Hy.),,62,20,30,0.6,27
25-01-2011,Rajasthan(Th.) +GT+BM,,4842,2951,2891,69.7,2904
25-01-2011,Rajasthan(Hy.),,435,207,228,5.1,211
25-01-2011,UP (Th.) + Cogeneration,,5375,3013,3239,74.7,3113
25-01-2011,UP (Hy.)+Visnuprayag,,927,168,172,3.8,158
25-01-2011,Uttarakhand (Hy.),,1303,532,296,9.5,397
25-01-2011,Delhi (Th.)+Gas,,995,584,568,14.2,590
25-01-2011,HP (Hy.)+Baspa+Malana,,969,204,56,4.3,180
25-01-2011,J & K (Hy. + GT),,951,325,145,3.6,149
25-01-2011,Rajasthan(RE),,,262.00,92.00,3.7,153
25-01-2011,Sub Total (H),,22439,12749,12018,289.9,12077
25-01-2011,,,,2305,2380,87.0,3624
