,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Oct-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

MACHKUND,ANDHRA PRADESH,838.20,2750.00,833.63,2735.01,836.69,2745.05,513.59,1685.01,670.00,551.60,341.16,892.55,0.72,552.04,0.45,268.52


NAGARJUN SAGAR,ANDHRA PRADESH,179.83,589.99,176.11,577.79,179.83,589.99,150.88,495.01,2237.00,1398.13,1141.01,6537.80,5.30,5475.87,4.44,581.95


SRISAILAM,ANDHRA PRADESH,269.75,885.01,243.84,800.00,269.5,884.19,243.84,800.00,4300.00,1391.84,0.00,7105.96,5.76,864.04


ALMATTI,KARNATAKA,519.62,1704.79,518.70,1701.77,519.57,1704.63,505.97,1660.01,483.00,175.35,146.61,2631.50,2.13,2235.94,1.81,296.14

,133260.00
KALINDI SUPA,KARNATAKA,563.88,1850.00,549.59,1803.12,550.1,1804.79,513.52,1684.78,542.00,2885.00,1683.54,108.04,77441.89,62.78,113.29


SHARAVATHY,KARNATAKA,554.43,1819.00,554.34,1818.70,551.46,1809.25,522.73,1714.99,5564.00,4557.03,4527.08,4297.08,3.48,4268.83,3.46,2148.21


IDAMALAYAR,KERALA,169.00,554.46,162.74,533.92,154.87,508.10,114.99,377.26,380.00,254.45,209.43,1017.80,0.83,841.56,0.68,134.63


IDUKKI,KERALA,732.35,2402.72,722.38,2370.01,717.77,2354.89,694.94,2279.99,2398.00,2146.32,1376.38,1459.50,1.18,935.94,0.76,903.76
,DAILY REPORT OF HYDRO RESERVOIRS FOR,03-Oct-2009,2
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

MADUPATTY,KERALA,1599.38,5247.31,1594.85,5232.45,1598.95,5245.90,1554.48,5100.00,6.40,77.40,60.37,55.32,0.04,42.82,0.03,0.92


SABRIGRI,KERALA,981.46,3220.01,979.41,3213.29,979.65,3214.07,908.30,2979.99,1338.00,764.00,679.04,446.26,0.36,421.76,0.34,622.52


KUNDAH GROUP,TAMIL NADU,4206.04,878,2880.58,1315.00,1270.00,1282.00,346.50,0.28,735.55


METTUR,TAMIL NADU,240.79,789.99,234.08,767.98,229.05,751.48,211.23,693.01,790.00,204.00,117.94,2504.70,2.03,1620.69,1.31,56.70


PERIYAR,TAMIL NADU,46.33,152.00,37.25,122.21,36.91,121.10,33.53,110.01,409.00,216.00,48.84,273.51,0.22,61.01,0.05,144.63


BALIMELA,ORISSA,462.08,1516.01,446.79,1465.84,450.28,1477.30,438.91,1439.99,1183.00,897.75,208.88,2675.96,2.17,622.60,0.50,554.63


HIRAKUD,ORISSA,192.02,629.99,190.12,623.75,191.85,629.43,179.83,589.99,1174.00,372.28,264.65,4709.43,3.82,3527.76,2.86,471.53


INDRAVATI,ORISSA,641.84,2105.77,637.90,2092.85,640.85,2102.53,625.00,2050.52,1962.00,1213.13,383.80,1485.50,1.20,1044.56,0.85,874.91


RENGALI,ORISSA,123.44,404.99,120.05,393.86,123.44,404.99,109.72,359.97,525.00,275.00,156.19,3167.81,2.57,1989.48,1.61,404.14


UPPER KOLAB,ORISSA,857.78,2814.24,849.90,2788.39,853.15,2799.05,843.78,2768.31,832.00,540.00,144.71,935.00,0.76,289.08,0.23,280.57


LOKTAK,MANIPUR,768.50,2521.33,768.46,2521.19,768.5,2521.33,766.01,2513.16,450.00,250.00,250.00,0.00,0.00,129.41


** BHAKRA - POTENTIAL OF 5282 MU INCLUDES THOSE OF GANGWAL AND KOTLA STATIONS AND CORRESPONDS TO A DRY YEAR. THE POTENTIAL FOR A DEPENDABLE YEAR IS 6057 MU.
*** INCLUDES GANGUWAL & KOTLA.
$ UKAI - THE POTENTIAL FOR DEPENDABLE YEAR DURING THE INITIAL YEAR IS 1080 MU AND WOULD REDUCE TO 605 MU AS AND WHEN UPSTREAM IRRIGATION DEVELOPS.
$$ ENERGY CONTENT AT GANDHI SAGAR INCLUDES FOR GENERATION AT R.P.SAGAR AND JAWAHAR SAGAR.
@ KOYNA - POTENTIAL OF 3523 MU IS CORRESPONDING TO 87 TMC OF WATER AVAILABLE FOR POWER GENERATION AS PER KRISHNA WATER DISPUTE TRIBUNAL AWARD FOR KOYNA I,II,III & IV.
* RANJIT SAGAR - ENERGY CONTENT AT F.R.L. WORKED OUT CONSIDERING NIL INFLOW IN THE RESERVIOR.
,DAILY REPORT OF HYDRO RESERVOIRS FOR,04-Oct-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,499.76,1639.64,511.95,1679.63,445.62,1462.01,5282.00,1728.80,1099.70,6516.07,5.28,4393.91,3.56,2560.59


